polynomialIndex,pointIndex,point,cyclePoint,multiply,result
0,0,4,0,8,0
0,1,1,0,2,0
0,2,3,0,6,0
0,3,3,0,6,0
0,4,4,0,8,0
0,5,0,0,0,0
0,6,1,0,2,0
0,7,3,0,6,0
0,8,1,0,2,0
0,9,2,0,4,0
0,10,2,0,4,0
0,11,3,0,6,0
0,12,1,0,2,0
0,13,2,0,4,0
0,14,4,0,8,0
0,15,4,0,8,0
0,16,3,0,6,0
0,17,3,0,6,0
0,18,0,0,0,0
0,19,3,0,6,0
1,0,3,4,12,8
1,1,3,1,3,2
1,2,3,3,9,6
1,3,3,3,9,6
1,4,3,4,12,8
1,5,3,0,0,0
1,6,3,1,3,2
1,7,3,3,9,6
1,8,3,1,3,2
1,9,3,2,6,4
1,10,3,2,6,4
1,11,3,3,9,6
1,12,3,1,3,2
1,13,3,2,6,4
1,14,3,4,12,8
1,15,3,4,12,8
1,16,3,3,9,6
1,17,3,3,9,6
1,18,3,0,0,0
1,19,3,3,9,6
2,0,3,4,28,12
2,1,3,1,7,3
2,2,3,3,21,9
2,3,3,3,21,9
2,4,3,4,28,12
2,5,3,0,0,0
2,6,3,1,7,3
2,7,3,3,21,9
2,8,3,1,7,3
2,9,3,2,14,6
2,10,3,2,14,6
2,11,3,3,21,9
2,12,3,1,7,3
2,13,3,2,14,6
2,14,3,4,28,12
2,15,3,4,28,12
2,16,3,3,21,9
2,17,3,3,21,9
2,18,3,0,0,0
2,19,3,3,21,9
3,0,3,4,44,28
3,1,3,1,11,7
3,2,3,3,33,21
3,3,3,3,33,21
3,4,3,4,44,28
3,5,3,0,0,0
3,6,3,1,11,7
3,7,3,3,33,21
3,8,3,1,11,7
3,9,3,2,22,14
3,10,3,2,22,14
3,11,3,3,33,21
3,12,3,1,11,7
3,13,3,2,22,14
3,14,3,4,44,28
3,15,3,4,44,28
3,16,3,3,33,21
3,17,3,3,33,21
3,18,3,0,0,0
3,19,3,3,33,21
4,0,3,4,44,44
4,1,3,1,11,11
4,2,3,3,33,33
4,3,3,3,33,33
4,4,3,4,44,44
4,5,3,0,0,0
4,6,3,1,11,11
4,7,3,3,33,33
4,8,3,1,11,11
4,9,3,2,22,22
4,10,3,2,22,22
4,11,3,3,33,33
4,12,3,1,11,11
4,13,3,2,22,22
4,14,3,4,44,44
4,15,3,4,44,44
4,16,3,3,33,33
4,17,3,3,33,33
4,18,3,0,0,0
4,19,3,3,33,33
5,0,3,4,60,44
5,1,3,1,15,11
5,2,3,3,45,33
5,3,3,3,45,33
5,4,3,4,60,44
5,5,3,0,0,0
5,6,3,1,15,11
5,7,3,3,45,33
5,8,3,1,15,11
5,9,3,2,30,22
5,10,3,2,30,22
5,11,3,3,45,33
5,12,3,1,15,11
5,13,3,2,30,22
5,14,3,4,60,44
5,15,3,4,60,44
5,16,3,3,45,33
5,17,3,3,45,33
5,18,3,0,0,0
5,19,3,3,45,33
6,0,3,4,72,60
6,1,3,1,18,15
6,2,3,3,54,45
6,3,3,3,54,45
6,4,3,4,72,60
6,5,3,0,0,0
6,6,3,1,18,15
6,7,3,3,54,45
6,8,3,1,18,15
6,9,3,2,36,30
6,10,3,2,36,30
6,11,3,3,54,45
6,12,3,1,18,15
6,13,3,2,36,30
6,14,3,4,72,60
6,15,3,4,72,60
6,16,3,3,54,45
6,17,3,3,54,45
6,18,3,0,0,0
6,19,3,3,54,45
7,0,3,4,80,72
7,1,3,1,20,18
7,2,3,3,60,54
7,3,3,3,60,54
7,4,3,4,80,72
7,5,3,0,0,0
7,6,3,1,20,18
7,7,3,3,60,54
7,8,3,1,20,18
7,9,3,2,40,36
7,10,3,2,40,36
7,11,3,3,60,54
7,12,3,1,20,18
7,13,3,2,40,36
7,14,3,4,80,72
7,15,3,4,80,72
7,16,3,3,60,54
7,17,3,3,60,54
7,18,3,0,0,0
7,19,3,3,60,54
8,0,3,4,92,80
8,1,3,1,23,20
8,2,3,3,69,60
8,3,3,3,69,60
8,4,3,4,92,80
8,5,3,0,0,0
8,6,3,1,23,20
8,7,3,3,69,60
8,8,3,1,23,20
8,9,3,2,46,40
8,10,3,2,46,40
8,11,3,3,69,60
8,12,3,1,23,20
8,13,3,2,46,40
8,14,3,4,92,80
8,15,3,4,92,80
8,16,3,3,69,60
8,17,3,3,69,60
8,18,3,0,0,0
8,19,3,3,69,60
9,0,3,4,96,92
9,1,3,1,24,23
9,2,3,3,72,69
9,3,3,3,72,69
9,4,3,4,96,92
9,5,3,0,0,0
9,6,3,1,24,23
9,7,3,3,72,69
9,8,3,1,24,23
9,9,3,2,48,46
9,10,3,2,48,46
9,11,3,3,72,69
9,12,3,1,24,23
9,13,3,2,48,46
9,14,3,4,96,92
9,15,3,4,96,92
9,16,3,3,72,69
9,17,3,3,72,69
9,18,3,0,0,0
9,19,3,3,72,69
10,0,3,4,108,96
10,1,3,1,27,24
10,2,3,3,81,72
10,3,3,3,81,72
10,4,3,4,108,96
10,5,3,0,0,0
10,6,3,1,27,24
10,7,3,3,81,72
10,8,3,1,27,24
10,9,3,2,54,48
10,10,3,2,54,48
10,11,3,3,81,72
10,12,3,1,27,24
10,13,3,2,54,48
10,14,3,4,108,96
10,15,3,4,108,96
10,16,3,3,81,72
10,17,3,3,81,72
10,18,3,0,0,0
10,19,3,3,81,72
11,0,3,4,112,108
11,1,3,1,28,27
11,2,3,3,84,81
11,3,3,3,84,81
11,4,3,4,112,108
11,5,3,0,0,0
11,6,3,1,28,27
11,7,3,3,84,81
11,8,3,1,28,27
11,9,3,2,56,54
11,10,3,2,56,54
11,11,3,3,84,81
11,12,3,1,28,27
11,13,3,2,56,54
11,14,3,4,112,108
11,15,3,4,112,108
11,16,3,3,84,81
11,17,3,3,84,81
11,18,3,0,0,0
11,19,3,3,84,81
12,0,3,4,120,112
12,1,3,1,30,28
12,2,3,3,90,84
12,3,3,3,90,84
12,4,3,4,120,112
12,5,3,0,0,0
12,6,3,1,30,28
12,7,3,3,90,84
12,8,3,1,30,28
12,9,3,2,60,56
12,10,3,2,60,56
12,11,3,3,90,84
12,12,3,1,30,28
12,13,3,2,60,56
12,14,3,4,120,112
12,15,3,4,120,112
12,16,3,3,90,84
12,17,3,3,90,84
12,18,3,0,0,0
12,19,3,3,90,84
13,0,3,4,124,120
13,1,3,1,31,30
13,2,3,3,93,90
13,3,3,3,93,90
13,4,3,4,124,120
13,5,3,0,0,0
13,6,3,1,31,30
13,7,3,3,93,90
13,8,3,1,31,30
13,9,3,2,62,60
13,10,3,2,62,60
13,11,3,3,93,90
13,12,3,1,31,30
13,13,3,2,62,60
13,14,3,4,124,120
13,15,3,4,124,120
13,16,3,3,93,90
13,17,3,3,93,90
13,18,3,0,0,0
13,19,3,3,93,90
14,0,3,4,124,124
14,1,3,1,31,31
14,2,3,3,93,93
14,3,3,3,93,93
14,4,3,4,124,124
14,5,3,0,0,0
14,6,3,1,31,31
14,7,3,3,93,93
14,8,3,1,31,31
14,9,3,2,62,62
14,10,3,2,62,62
14,11,3,3,93,93
14,12,3,1,31,31
14,13,3,2,62,62
14,14,3,4,124,124
14,15,3,4,124,124
14,16,3,3,93,93
14,17,3,3,93,93
14,18,3,0,0,0
14,19,3,3,93,93
15,0,3,4,128,124
15,1,3,1,32,31
15,2,3,3,96,93
15,3,3,3,96,93
15,4,3,4,128,124
15,5,3,0,0,0
15,6,3,1,32,31
15,7,3,3,96,93
15,8,3,1,32,31
15,9,3,2,64,62
15,10,3,2,64,62
15,11,3,3,96,93
15,12,3,1,32,31
15,13,3,2,64,62
15,14,3,4,128,124
15,15,3,4,128,124
15,16,3,3,96,93
15,17,3,3,96,93
15,18,3,0,0,0
15,19,3,3,96,93
16,0,3,4,136,128
16,1,3,1,34,32
16,2,3,3,102,96
16,3,3,3,102,96
16,4,3,4,136,128
16,5,3,0,0,0
16,6,3,1,34,32
16,7,3,3,102,96
16,8,3,1,34,32
16,9,3,2,68,64
16,10,3,2,68,64
16,11,3,3,102,96
16,12,3,1,34,32
16,13,3,2,68,64
16,14,3,4,136,128
16,15,3,4,136,128
16,16,3,3,102,96
16,17,3,3,102,96
16,18,3,0,0,0
16,19,3,3,102,96
17,0,3,4,144,136
17,1,3,1,36,34
17,2,3,3,108,102
17,3,3,3,108,102
17,4,3,4,144,136
17,5,3,0,0,0
17,6,3,1,36,34
17,7,3,3,108,102
17,8,3,1,36,34
17,9,3,2,72,68
17,10,3,2,72,68
17,11,3,3,108,102
17,12,3,1,36,34
17,13,3,2,72,68
17,14,3,4,144,136
17,15,3,4,144,136
17,16,3,3,108,102
17,17,3,3,108,102
17,18,3,0,0,0
17,19,3,3,108,102
18,0,3,4,144,144
18,1,3,1,36,36
18,2,3,3,108,108
18,3,3,3,108,108
18,4,3,4,144,144
18,5,3,0,0,0
18,6,3,1,36,36
18,7,3,3,108,108
18,8,3,1,36,36
18,9,3,2,72,72
18,10,3,2,72,72
18,11,3,3,108,108
18,12,3,1,36,36
18,13,3,2,72,72
18,14,3,4,144,144
18,15,3,4,144,144
18,16,3,3,108,108
18,17,3,3,108,108
18,18,3,0,0,0
18,19,3,3,108,108
19,0,3,4,160,144
19,1,3,1,40,36
19,2,3,3,120,108
19,3,3,3,120,108
19,4,3,4,160,144
19,5,3,0,0,0
19,6,3,1,40,36
19,7,3,3,120,108
19,8,3,1,40,36
19,9,3,2,80,72
19,10,3,2,80,72
19,11,3,3,120,108
19,12,3,1,40,36
19,13,3,2,80,72
19,14,3,4,160,144
19,15,3,4,160,144
19,16,3,3,120,108
19,17,3,3,120,108
19,18,3,0,0,0
19,19,3,3,120,108
0,0,0,4,0,160
0,1,1,1,2,40
0,2,0,3,0,120
0,3,4,3,8,120
0,4,0,4,0,160
0,5,2,0,4,0
0,6,0,1,0,40
0,7,0,3,0,120
0,8,4,1,8,40
0,9,1,2,2,80
0,10,2,2,4,80
0,11,4,3,8,120
0,12,3,1,6,40
0,13,1,2,2,80
0,14,3,4,6,160
0,15,2,4,4,160
0,16,2,3,4,120
0,17,4,3,8,120
0,18,1,0,2,0
0,19,3,3,6,120
1,0,3,0,0,0
1,1,3,1,3,2
1,2,3,0,0,0
1,3,3,4,12,8
1,4,3,0,0,0
1,5,3,2,6,4
1,6,3,0,0,0
1,7,3,0,0,0
1,8,3,4,12,8
1,9,3,1,3,2
1,10,3,2,6,4
1,11,3,4,12,8
1,12,3,3,9,6
1,13,3,1,3,2
1,14,3,3,9,6
1,15,3,2,6,4
1,16,3,2,6,4
1,17,3,4,12,8
1,18,3,1,3,2
1,19,3,3,9,6
2,0,3,0,0,0
2,1,3,1,7,3
2,2,3,0,0,0
2,3,3,4,28,12
2,4,3,0,0,0
2,5,3,2,14,6
2,6,3,0,0,0
2,7,3,0,0,0
2,8,3,4,28,12
2,9,3,1,7,3
2,10,3,2,14,6
2,11,3,4,28,12
2,12,3,3,21,9
2,13,3,1,7,3
2,14,3,3,21,9
2,15,3,2,14,6
2,16,3,2,14,6
2,17,3,4,28,12
2,18,3,1,7,3
2,19,3,3,21,9
3,0,3,0,0,0
3,1,3,1,11,7
3,2,3,0,0,0
3,3,3,4,44,28
3,4,3,0,0,0
3,5,3,2,22,14
3,6,3,0,0,0
3,7,3,0,0,0
3,8,3,4,44,28
3,9,3,1,11,7
3,10,3,2,22,14
3,11,3,4,44,28
3,12,3,3,33,21
3,13,3,1,11,7
3,14,3,3,33,21
3,15,3,2,22,14
3,16,3,2,22,14
3,17,3,4,44,28
3,18,3,1,11,7
3,19,3,3,33,21
4,0,3,0,0,0
4,1,3,1,11,11
4,2,3,0,0,0
4,3,3,4,44,44
4,4,3,0,0,0
4,5,3,2,22,22
4,6,3,0,0,0
4,7,3,0,0,0
4,8,3,4,44,44
4,9,3,1,11,11
4,10,3,2,22,22
4,11,3,4,44,44
4,12,3,3,33,33
4,13,3,1,11,11
4,14,3,3,33,33
4,15,3,2,22,22
4,16,3,2,22,22
4,17,3,4,44,44
4,18,3,1,11,11
4,19,3,3,33,33
5,0,3,0,0,0
5,1,3,1,15,11
5,2,3,0,0,0
5,3,3,4,60,44
5,4,3,0,0,0
5,5,3,2,30,22
5,6,3,0,0,0
5,7,3,0,0,0
5,8,3,4,60,44
5,9,3,1,15,11
5,10,3,2,30,22
5,11,3,4,60,44
5,12,3,3,45,33
5,13,3,1,15,11
5,14,3,3,45,33
5,15,3,2,30,22
5,16,3,2,30,22
5,17,3,4,60,44
5,18,3,1,15,11
5,19,3,3,45,33
6,0,3,0,0,0
6,1,3,1,18,15
6,2,3,0,0,0
6,3,3,4,72,60
6,4,3,0,0,0
6,5,3,2,36,30
6,6,3,0,0,0
6,7,3,0,0,0
6,8,3,4,72,60
6,9,3,1,18,15
6,10,3,2,36,30
6,11,3,4,72,60
6,12,3,3,54,45
6,13,3,1,18,15
6,14,3,3,54,45
6,15,3,2,36,30
6,16,3,2,36,30
6,17,3,4,72,60
6,18,3,1,18,15
6,19,3,3,54,45
7,0,3,0,0,0
7,1,3,1,20,18
7,2,3,0,0,0
7,3,3,4,80,72
7,4,3,0,0,0
7,5,3,2,40,36
7,6,3,0,0,0
7,7,3,0,0,0
7,8,3,4,80,72
7,9,3,1,20,18
7,10,3,2,40,36
7,11,3,4,80,72
7,12,3,3,60,54
7,13,3,1,20,18
7,14,3,3,60,54
7,15,3,2,40,36
7,16,3,2,40,36
7,17,3,4,80,72
7,18,3,1,20,18
7,19,3,3,60,54
8,0,3,0,0,0
8,1,3,1,23,20
8,2,3,0,0,0
8,3,3,4,92,80
8,4,3,0,0,0
8,5,3,2,46,40
8,6,3,0,0,0
8,7,3,0,0,0
8,8,3,4,92,80
8,9,3,1,23,20
8,10,3,2,46,40
8,11,3,4,92,80
8,12,3,3,69,60
8,13,3,1,23,20
8,14,3,3,69,60
8,15,3,2,46,40
8,16,3,2,46,40
8,17,3,4,92,80
8,18,3,1,23,20
8,19,3,3,69,60
9,0,3,0,0,0
9,1,3,1,24,23
9,2,3,0,0,0
9,3,3,4,96,92
9,4,3,0,0,0
9,5,3,2,48,46
9,6,3,0,0,0
9,7,3,0,0,0
9,8,3,4,96,92
9,9,3,1,24,23
9,10,3,2,48,46
9,11,3,4,96,92
9,12,3,3,72,69
9,13,3,1,24,23
9,14,3,3,72,69
9,15,3,2,48,46
9,16,3,2,48,46
9,17,3,4,96,92
9,18,3,1,24,23
9,19,3,3,72,69
10,0,3,0,0,0
10,1,3,1,27,24
10,2,3,0,0,0
10,3,3,4,108,96
10,4,3,0,0,0
10,5,3,2,54,48
10,6,3,0,0,0
10,7,3,0,0,0
10,8,3,4,108,96
10,9,3,1,27,24
10,10,3,2,54,48
10,11,3,4,108,96
10,12,3,3,81,72
10,13,3,1,27,24
10,14,3,3,81,72
10,15,3,2,54,48
10,16,3,2,54,48
10,17,3,4,108,96
10,18,3,1,27,24
10,19,3,3,81,72
11,0,3,0,0,0
11,1,3,1,28,27
11,2,3,0,0,0
11,3,3,4,112,108
11,4,3,0,0,0
11,5,3,2,56,54
11,6,3,0,0,0
11,7,3,0,0,0
11,8,3,4,112,108
11,9,3,1,28,27
11,10,3,2,56,54
11,11,3,4,112,108
11,12,3,3,84,81
11,13,3,1,28,27
11,14,3,3,84,81
11,15,3,2,56,54
11,16,3,2,56,54
11,17,3,4,112,108
11,18,3,1,28,27
11,19,3,3,84,81
12,0,3,0,0,0
12,1,3,1,30,28
12,2,3,0,0,0
12,3,3,4,120,112
12,4,3,0,0,0
12,5,3,2,60,56
12,6,3,0,0,0
12,7,3,0,0,0
12,8,3,4,120,112
12,9,3,1,30,28
12,10,3,2,60,56
12,11,3,4,120,112
12,12,3,3,90,84
12,13,3,1,30,28
12,14,3,3,90,84
12,15,3,2,60,56
12,16,3,2,60,56
12,17,3,4,120,112
12,18,3,1,30,28
12,19,3,3,90,84
13,0,3,0,0,0
13,1,3,1,31,30
13,2,3,0,0,0
13,3,3,4,124,120
13,4,3,0,0,0
13,5,3,2,62,60
13,6,3,0,0,0
13,7,3,0,0,0
13,8,3,4,124,120
13,9,3,1,31,30
13,10,3,2,62,60
13,11,3,4,124,120
13,12,3,3,93,90
13,13,3,1,31,30
13,14,3,3,93,90
13,15,3,2,62,60
13,16,3,2,62,60
13,17,3,4,124,120
13,18,3,1,31,30
13,19,3,3,93,90
14,0,3,0,0,0
14,1,3,1,31,31
14,2,3,0,0,0
14,3,3,4,124,124
14,4,3,0,0,0
14,5,3,2,62,62
14,6,3,0,0,0
14,7,3,0,0,0
14,8,3,4,124,124
14,9,3,1,31,31
14,10,3,2,62,62
14,11,3,4,124,124
14,12,3,3,93,93
14,13,3,1,31,31
14,14,3,3,93,93
14,15,3,2,62,62
14,16,3,2,62,62
14,17,3,4,124,124
14,18,3,1,31,31
14,19,3,3,93,93
15,0,3,0,0,0
15,1,3,1,32,31
15,2,3,0,0,0
15,3,3,4,128,124
15,4,3,0,0,0
15,5,3,2,64,62
15,6,3,0,0,0
15,7,3,0,0,0
15,8,3,4,128,124
15,9,3,1,32,31
15,10,3,2,64,62
15,11,3,4,128,124
15,12,3,3,96,93
15,13,3,1,32,31
15,14,3,3,96,93
15,15,3,2,64,62
15,16,3,2,64,62
15,17,3,4,128,124
15,18,3,1,32,31
15,19,3,3,96,93
16,0,3,0,0,0
16,1,3,1,34,32
16,2,3,0,0,0
16,3,3,4,136,128
16,4,3,0,0,0
16,5,3,2,68,64
16,6,3,0,0,0
16,7,3,0,0,0
16,8,3,4,136,128
16,9,3,1,34,32
16,10,3,2,68,64
16,11,3,4,136,128
16,12,3,3,102,96
16,13,3,1,34,32
16,14,3,3,102,96
16,15,3,2,68,64
16,16,3,2,68,64
16,17,3,4,136,128
16,18,3,1,34,32
16,19,3,3,102,96
17,0,3,0,0,0
17,1,3,1,36,34
17,2,3,0,0,0
17,3,3,4,144,136
17,4,3,0,0,0
17,5,3,2,72,68
17,6,3,0,0,0
17,7,3,0,0,0
17,8,3,4,144,136
17,9,3,1,36,34
17,10,3,2,72,68
17,11,3,4,144,136
17,12,3,3,108,102
17,13,3,1,36,34
17,14,3,3,108,102
17,15,3,2,72,68
17,16,3,2,72,68
17,17,3,4,144,136
17,18,3,1,36,34
17,19,3,3,108,102
18,0,3,0,0,0
18,1,3,1,36,36
18,2,3,0,0,0
18,3,3,4,144,144
18,4,3,0,0,0
18,5,3,2,72,72
18,6,3,0,0,0
18,7,3,0,0,0
18,8,3,4,144,144
18,9,3,1,36,36
18,10,3,2,72,72
18,11,3,4,144,144
18,12,3,3,108,108
18,13,3,1,36,36
18,14,3,3,108,108
18,15,3,2,72,72
18,16,3,2,72,72
18,17,3,4,144,144
18,18,3,1,36,36
18,19,3,3,108,108
19,0,3,0,0,0
19,1,3,1,40,36
19,2,3,0,0,0
19,3,3,4,160,144
19,4,3,0,0,0
19,5,3,2,80,72
19,6,3,0,0,0
19,7,3,0,0,0
19,8,3,4,160,144
19,9,3,1,40,36
19,10,3,2,80,72
19,11,3,4,160,144
19,12,3,3,120,108
19,13,3,1,40,36
19,14,3,3,120,108
19,15,3,2,80,72
19,16,3,2,80,72
19,17,3,4,160,144
19,18,3,1,40,36
19,19,3,3,120,108
0,0,2,0,4,0
0,1,3,1,6,40
0,2,2,0,4,0
0,3,4,4,8,160
0,4,1,0,2,0
0,5,1,2,2,80
0,6,4,0,8,0
0,7,4,0,8,0
0,8,0,4,0,160
0,9,4,1,8,40
0,10,2,2,4,80
0,11,0,4,0,160
0,12,0,3,0,120
0,13,3,1,6,40
0,14,4,3,8,120
0,15,1,2,2,80
0,16,0,2,0,80
0,17,0,4,0,160
0,18,2,1,4,40
0,19,0,3,0,120
1,0,0,2,6,4
1,1,0,3,9,6
1,2,0,2,6,4
1,3,0,4,12,8
1,4,0,1,3,2
1,5,0,1,3,2
1,6,0,4,12,8
1,7,0,4,12,8
1,8,0,0,0,0
1,9,0,4,12,8
1,10,0,2,6,4
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,3,9,6
1,14,0,4,12,8
1,15,0,1,3,2
1,16,0,0,0,0
1,17,0,0,0,0
1,18,0,2,6,4
1,19,0,0,0,0
2,0,0,2,14,6
2,1,0,3,21,9
2,2,0,2,14,6
2,3,0,4,28,12
2,4,0,1,7,3
2,5,0,1,7,3
2,6,0,4,28,12
2,7,0,4,28,12
2,8,0,0,0,0
2,9,0,4,28,12
2,10,0,2,14,6
2,11,0,0,0,0
2,12,0,0,0,0
2,13,0,3,21,9
2,14,0,4,28,12
2,15,0,1,7,3
2,16,0,0,0,0
2,17,0,0,0,0
2,18,0,2,14,6
2,19,0,0,0,0
3,0,0,2,22,14
3,1,0,3,33,21
3,2,0,2,22,14
3,3,0,4,44,28
3,4,0,1,11,7
3,5,0,1,11,7
3,6,0,4,44,28
3,7,0,4,44,28
3,8,0,0,0,0
3,9,0,4,44,28
3,10,0,2,22,14
3,11,0,0,0,0
3,12,0,0,0,0
3,13,0,3,33,21
3,14,0,4,44,28
3,15,0,1,11,7
3,16,0,0,0,0
3,17,0,0,0,0
3,18,0,2,22,14
3,19,0,0,0,0
4,0,0,2,22,22
4,1,0,3,33,33
4,2,0,2,22,22
4,3,0,4,44,44
4,4,0,1,11,11
4,5,0,1,11,11
4,6,0,4,44,44
4,7,0,4,44,44
4,8,0,0,0,0
4,9,0,4,44,44
4,10,0,2,22,22
4,11,0,0,0,0
4,12,0,0,0,0
4,13,0,3,33,33
4,14,0,4,44,44
4,15,0,1,11,11
4,16,0,0,0,0
4,17,0,0,0,0
4,18,0,2,22,22
4,19,0,0,0,0
5,0,0,2,30,22
5,1,0,3,45,33
5,2,0,2,30,22
5,3,0,4,60,44
5,4,0,1,15,11
5,5,0,1,15,11
5,6,0,4,60,44
5,7,0,4,60,44
5,8,0,0,0,0
5,9,0,4,60,44
5,10,0,2,30,22
5,11,0,0,0,0
5,12,0,0,0,0
5,13,0,3,45,33
5,14,0,4,60,44
5,15,0,1,15,11
5,16,0,0,0,0
5,17,0,0,0,0
5,18,0,2,30,22
5,19,0,0,0,0
6,0,0,2,36,30
6,1,0,3,54,45
6,2,0,2,36,30
6,3,0,4,72,60
6,4,0,1,18,15
6,5,0,1,18,15
6,6,0,4,72,60
6,7,0,4,72,60
6,8,0,0,0,0
6,9,0,4,72,60
6,10,0,2,36,30
6,11,0,0,0,0
6,12,0,0,0,0
6,13,0,3,54,45
6,14,0,4,72,60
6,15,0,1,18,15
6,16,0,0,0,0
6,17,0,0,0,0
6,18,0,2,36,30
6,19,0,0,0,0
7,0,0,2,40,36
7,1,0,3,60,54
7,2,0,2,40,36
7,3,0,4,80,72
7,4,0,1,20,18
7,5,0,1,20,18
7,6,0,4,80,72
7,7,0,4,80,72
7,8,0,0,0,0
7,9,0,4,80,72
7,10,0,2,40,36
7,11,0,0,0,0
7,12,0,0,0,0
7,13,0,3,60,54
7,14,0,4,80,72
7,15,0,1,20,18
7,16,0,0,0,0
7,17,0,0,0,0
7,18,0,2,40,36
7,19,0,0,0,0
8,0,0,2,46,40
8,1,0,3,69,60
8,2,0,2,46,40
8,3,0,4,92,80
8,4,0,1,23,20
8,5,0,1,23,20
8,6,0,4,92,80
8,7,0,4,92,80
8,8,0,0,0,0
8,9,0,4,92,80
8,10,0,2,46,40
8,11,0,0,0,0
8,12,0,0,0,0
8,13,0,3,69,60
8,14,0,4,92,80
8,15,0,1,23,20
8,16,0,0,0,0
8,17,0,0,0,0
8,18,0,2,46,40
8,19,0,0,0,0
9,0,0,2,48,46
9,1,0,3,72,69
9,2,0,2,48,46
9,3,0,4,96,92
9,4,0,1,24,23
9,5,0,1,24,23
9,6,0,4,96,92
9,7,0,4,96,92
9,8,0,0,0,0
9,9,0,4,96,92
9,10,0,2,48,46
9,11,0,0,0,0
9,12,0,0,0,0
9,13,0,3,72,69
9,14,0,4,96,92
9,15,0,1,24,23
9,16,0,0,0,0
9,17,0,0,0,0
9,18,0,2,48,46
9,19,0,0,0,0
10,0,0,2,54,48
10,1,0,3,81,72
10,2,0,2,54,48
10,3,0,4,108,96
10,4,0,1,27,24
10,5,0,1,27,24
10,6,0,4,108,96
10,7,0,4,108,96
10,8,0,0,0,0
10,9,0,4,108,96
10,10,0,2,54,48
10,11,0,0,0,0
10,12,0,0,0,0
10,13,0,3,81,72
10,14,0,4,108,96
10,15,0,1,27,24
10,16,0,0,0,0
10,17,0,0,0,0
10,18,0,2,54,48
