polynomialIndex,pointIndex,point,cyclePoint,multiply,result
10,19,0,0,0,0
11,0,0,2,56,54
11,1,0,3,84,81
11,2,0,2,56,54
11,3,0,4,112,108
11,4,0,1,28,27
11,5,0,1,28,27
11,6,0,4,112,108
11,7,0,4,112,108
11,8,0,0,0,0
11,9,0,4,112,108
11,10,0,2,56,54
11,11,0,0,0,0
11,12,0,0,0,0
11,13,0,3,84,81
11,14,0,4,112,108
11,15,0,1,28,27
11,16,0,0,0,0
11,17,0,0,0,0
11,18,0,2,56,54
11,19,0,0,0,0
12,0,0,2,60,56
12,1,0,3,90,84
12,2,0,2,60,56
12,3,0,4,120,112
12,4,0,1,30,28
12,5,0,1,30,28
12,6,0,4,120,112
12,7,0,4,120,112
12,8,0,0,0,0
12,9,0,4,120,112
12,10,0,2,60,56
12,11,0,0,0,0
12,12,0,0,0,0
12,13,0,3,90,84
12,14,0,4,120,112
12,15,0,1,30,28
12,16,0,0,0,0
12,17,0,0,0,0
12,18,0,2,60,56
12,19,0,0,0,0
13,0,0,2,62,60
13,1,0,3,93,90
13,2,0,2,62,60
13,3,0,4,124,120
13,4,0,1,31,30
13,5,0,1,31,30
13,6,0,4,124,120
13,7,0,4,124,120
13,8,0,0,0,0
13,9,0,4,124,120
13,10,0,2,62,60
13,11,0,0,0,0
13,12,0,0,0,0
13,13,0,3,93,90
13,14,0,4,124,120
13,15,0,1,31,30
13,16,0,0,0,0
13,17,0,0,0,0
13,18,0,2,62,60
13,19,0,0,0,0
14,0,0,2,62,62
14,1,0,3,93,93
14,2,0,2,62,62
14,3,0,4,124,124
14,4,0,1,31,31
14,5,0,1,31,31
14,6,0,4,124,124
14,7,0,4,124,124
14,8,0,0,0,0
14,9,0,4,124,124
14,10,0,2,62,62
14,11,0,0,0,0
14,12,0,0,0,0
14,13,0,3,93,93
14,14,0,4,124,124
14,15,0,1,31,31
14,16,0,0,0,0
14,17,0,0,0,0
14,18,0,2,62,62
14,19,0,0,0,0
15,0,0,2,64,62
15,1,0,3,96,93
15,2,0,2,64,62
15,3,0,4,128,124
15,4,0,1,32,31
15,5,0,1,32,31
15,6,0,4,128,124
15,7,0,4,128,124
15,8,0,0,0,0
15,9,0,4,128,124
15,10,0,2,64,62
15,11,0,0,0,0
15,12,0,0,0,0
15,13,0,3,96,93
15,14,0,4,128,124
15,15,0,1,32,31
15,16,0,0,0,0
15,17,0,0,0,0
15,18,0,2,64,62
15,19,0,0,0,0
16,0,0,2,68,64
16,1,0,3,102,96
16,2,0,2,68,64
16,3,0,4,136,128
16,4,0,1,34,32
16,5,0,1,34,32
16,6,0,4,136,128
16,7,0,4,136,128
16,8,0,0,0,0
16,9,0,4,136,128
16,10,0,2,68,64
16,11,0,0,0,0
16,12,0,0,0,0
16,13,0,3,102,96
16,14,0,4,136,128
16,15,0,1,34,32
16,16,0,0,0,0
16,17,0,0,0,0
16,18,0,2,68,64
16,19,0,0,0,0
17,0,0,2,72,68
17,1,0,3,108,102
17,2,0,2,72,68
17,3,0,4,144,136
17,4,0,1,36,34
17,5,0,1,36,34
17,6,0,4,144,136
17,7,0,4,144,136
17,8,0,0,0,0
17,9,0,4,144,136
17,10,0,2,72,68
17,11,0,0,0,0
17,12,0,0,0,0
17,13,0,3,108,102
17,14,0,4,144,136
17,15,0,1,36,34
17,16,0,0,0,0
17,17,0,0,0,0
17,18,0,2,72,68
17,19,0,0,0,0
18,0,0,2,72,72
18,1,0,3,108,108
18,2,0,2,72,72
18,3,0,4,144,144
18,4,0,1,36,36
18,5,0,1,36,36
18,6,0,4,144,144
18,7,0,4,144,144
18,8,0,0,0,0
18,9,0,4,144,144
18,10,0,2,72,72
18,11,0,0,0,0
18,12,0,0,0,0
18,13,0,3,108,108
18,14,0,4,144,144
18,15,0,1,36,36
18,16,0,0,0,0
18,17,0,0,0,0
18,18,0,2,72,72
18,19,0,0,0,0
19,0,0,2,80,72
19,1,0,3,120,108
19,2,0,2,80,72
19,3,0,4,160,144
19,4,0,1,40,36
19,5,0,1,40,36
19,6,0,4,160,144
19,7,0,4,160,144
19,8,0,0,0,0
19,9,0,4,160,144
19,10,0,2,80,72
19,11,0,0,0,0
19,12,0,0,0,0
19,13,0,3,120,108
19,14,0,4,160,144
19,15,0,1,40,36
19,16,0,0,0,0
19,17,0,0,0,0
19,18,0,2,80,72
19,19,0,0,0,0
0,0,1,2,2,80
0,1,4,3,8,120
0,2,4,2,8,80
0,3,4,4,8,160
0,4,1,1,2,40
0,5,2,1,4,40
0,6,1,4,2,160
0,7,3,4,6,160
0,8,2,0,4,0
0,9,3,4,6,160
0,10,2,2,4,80
0,11,0,0,0,0
0,12,2,0,4,0
0,13,4,3,8,120
0,14,4,4,8,160
0,15,3,1,6,40
0,16,1,0,2,0
0,17,3,0,6,0
0,18,3,2,6,80
0,19,1,0,2,0
1,0,1,1,3,2
1,1,1,4,12,8
1,2,1,4,12,8
1,3,1,4,12,8
1,4,1,1,3,2
1,5,1,2,6,4
1,6,1,1,3,2
1,7,1,3,9,6
1,8,1,2,6,4
1,9,1,3,9,6
1,10,1,2,6,4
1,11,1,0,0,0
1,12,1,2,6,4
1,13,1,4,12,8
1,14,1,4,12,8
1,15,1,3,9,6
1,16,1,1,3,2
1,17,1,3,9,6
1,18,1,3,9,6
1,19,1,1,3,2
2,0,1,1,7,3
2,1,1,4,28,12
2,2,1,4,28,12
2,3,1,4,28,12
2,4,1,1,7,3
2,5,1,2,14,6
2,6,1,1,7,3
2,7,1,3,21,9
2,8,1,2,14,6
2,9,1,3,21,9
2,10,1,2,14,6
2,11,1,0,0,0
2,12,1,2,14,6
2,13,1,4,28,12
2,14,1,4,28,12
2,15,1,3,21,9
2,16,1,1,7,3
2,17,1,3,21,9
2,18,1,3,21,9
2,19,1,1,7,3
3,0,1,1,11,7
3,1,1,4,44,28
3,2,1,4,44,28
3,3,1,4,44,28
3,4,1,1,11,7
3,5,1,2,22,14
3,6,1,1,11,7
3,7,1,3,33,21
3,8,1,2,22,14
3,9,1,3,33,21
3,10,1,2,22,14
3,11,1,0,0,0
3,12,1,2,22,14
3,13,1,4,44,28
3,14,1,4,44,28
3,15,1,3,33,21
3,16,1,1,11,7
3,17,1,3,33,21
3,18,1,3,33,21
3,19,1,1,11,7
4,0,1,1,11,11
4,1,1,4,44,44
4,2,1,4,44,44
4,3,1,4,44,44
4,4,1,1,11,11
4,5,1,2,22,22
4,6,1,1,11,11
4,7,1,3,33,33
4,8,1,2,22,22
4,9,1,3,33,33
4,10,1,2,22,22
4,11,1,0,0,0
4,12,1,2,22,22
4,13,1,4,44,44
4,14,1,4,44,44
4,15,1,3,33,33
4,16,1,1,11,11
4,17,1,3,33,33
4,18,1,3,33,33
4,19,1,1,11,11
5,0,1,1,15,11
5,1,1,4,60,44
5,2,1,4,60,44
5,3,1,4,60,44
5,4,1,1,15,11
5,5,1,2,30,22
5,6,1,1,15,11
5,7,1,3,45,33
5,8,1,2,30,22
5,9,1,3,45,33
5,10,1,2,30,22
5,11,1,0,0,0
5,12,1,2,30,22
5,13,1,4,60,44
5,14,1,4,60,44
5,15,1,3,45,33
5,16,1,1,15,11
5,17,1,3,45,33
5,18,1,3,45,33
5,19,1,1,15,11
6,0,1,1,18,15
6,1,1,4,72,60
6,2,1,4,72,60
6,3,1,4,72,60
6,4,1,1,18,15
6,5,1,2,36,30
6,6,1,1,18,15
6,7,1,3,54,45
6,8,1,2,36,30
6,9,1,3,54,45
6,10,1,2,36,30
6,11,1,0,0,0
6,12,1,2,36,30
6,13,1,4,72,60
6,14,1,4,72,60
6,15,1,3,54,45
6,16,1,1,18,15
6,17,1,3,54,45
6,18,1,3,54,45
6,19,1,1,18,15
7,0,1,1,20,18
7,1,1,4,80,72
7,2,1,4,80,72
7,3,1,4,80,72
7,4,1,1,20,18
7,5,1,2,40,36
7,6,1,1,20,18
7,7,1,3,60,54
7,8,1,2,40,36
7,9,1,3,60,54
7,10,1,2,40,36
7,11,1,0,0,0
7,12,1,2,40,36
7,13,1,4,80,72
7,14,1,4,80,72
7,15,1,3,60,54
7,16,1,1,20,18
7,17,1,3,60,54
7,18,1,3,60,54
7,19,1,1,20,18
8,0,1,1,23,20
8,1,1,4,92,80
8,2,1,4,92,80
8,3,1,4,92,80
8,4,1,1,23,20
8,5,1,2,46,40
8,6,1,1,23,20
8,7,1,3,69,60
8,8,1,2,46,40
8,9,1,3,69,60
8,10,1,2,46,40
8,11,1,0,0,0
8,12,1,2,46,40
8,13,1,4,92,80
8,14,1,4,92,80
8,15,1,3,69,60
8,16,1,1,23,20
8,17,1,3,69,60
8,18,1,3,69,60
8,19,1,1,23,20
9,0,1,1,24,23
9,1,1,4,96,92
9,2,1,4,96,92
9,3,1,4,96,92
9,4,1,1,24,23
9,5,1,2,48,46
9,6,1,1,24,23
9,7,1,3,72,69
9,8,1,2,48,46
9,9,1,3,72,69
9,10,1,2,48,46
9,11,1,0,0,0
9,12,1,2,48,46
9,13,1,4,96,92
9,14,1,4,96,92
9,15,1,3,72,69
9,16,1,1,24,23
9,17,1,3,72,69
9,18,1,3,72,69
9,19,1,1,24,23
10,0,1,1,27,24
10,1,1,4,108,96
10,2,1,4,108,96
10,3,1,4,108,96
10,4,1,1,27,24
10,5,1,2,54,48
10,6,1,1,27,24
10,7,1,3,81,72
10,8,1,2,54,48
10,9,1,3,81,72
10,10,1,2,54,48
10,11,1,0,0,0
10,12,1,2,54,48
10,13,1,4,108,96
10,14,1,4,108,96
10,15,1,3,81,72
10,16,1,1,27,24
10,17,1,3,81,72
10,18,1,3,81,72
10,19,1,1,27,24
11,0,1,1,28,27
11,1,1,4,112,108
11,2,1,4,112,108
11,3,1,4,112,108
11,4,1,1,28,27
11,5,1,2,56,54
11,6,1,1,28,27
11,7,1,3,84,81
11,8,1,2,56,54
11,9,1,3,84,81
11,10,1,2,56,54
11,11,1,0,0,0
11,12,1,2,56,54
11,13,1,4,112,108
11,14,1,4,112,108
11,15,1,3,84,81
11,16,1,1,28,27
11,17,1,3,84,81
11,18,1,3,84,81
11,19,1,1,28,27
12,0,1,1,30,28
12,1,1,4,120,112
12,2,1,4,120,112
12,3,1,4,120,112
12,4,1,1,30,28
12,5,1,2,60,56
12,6,1,1,30,28
12,7,1,3,90,84
12,8,1,2,60,56
12,9,1,3,90,84
12,10,1,2,60,56
12,11,1,0,0,0
12,12,1,2,60,56
12,13,1,4,120,112
12,14,1,4,120,112
12,15,1,3,90,84
12,16,1,1,30,28
12,17,1,3,90,84
12,18,1,3,90,84
12,19,1,1,30,28
13,0,1,1,31,30
13,1,1,4,124,120
13,2,1,4,124,120
13,3,1,4,124,120
13,4,1,1,31,30
13,5,1,2,62,60
13,6,1,1,31,30
13,7,1,3,93,90
13,8,1,2,62,60
13,9,1,3,93,90
13,10,1,2,62,60
13,11,1,0,0,0
13,12,1,2,62,60
13,13,1,4,124,120
13,14,1,4,124,120
13,15,1,3,93,90
13,16,1,1,31,30
13,17,1,3,93,90
13,18,1,3,93,90
13,19,1,1,31,30
14,0,1,1,31,31
14,1,1,4,124,124
14,2,1,4,124,124
14,3,1,4,124,124
14,4,1,1,31,31
14,5,1,2,62,62
14,6,1,1,31,31
14,7,1,3,93,93
14,8,1,2,62,62
14,9,1,3,93,93
14,10,1,2,62,62
14,11,1,0,0,0
14,12,1,2,62,62
14,13,1,4,124,124
14,14,1,4,124,124
14,15,1,3,93,93
14,16,1,1,31,31
14,17,1,3,93,93
14,18,1,3,93,93
14,19,1,1,31,31
15,0,1,1,32,31
15,1,1,4,128,124
15,2,1,4,128,124
15,3,1,4,128,124
15,4,1,1,32,31
15,5,1,2,64,62
15,6,1,1,32,31
15,7,1,3,96,93
15,8,1,2,64,62
15,9,1,3,96,93
15,10,1,2,64,62
15,11,1,0,0,0
15,12,1,2,64,62
15,13,1,4,128,124
15,14,1,4,128,124
15,15,1,3,96,93
15,16,1,1,32,31
15,17,1,3,96,93
15,18,1,3,96,93
15,19,1,1,32,31
16,0,1,1,34,32
16,1,1,4,136,128
16,2,1,4,136,128
16,3,1,4,136,128
16,4,1,1,34,32
16,5,1,2,68,64
16,6,1,1,34,32
16,7,1,3,102,96
16,8,1,2,68,64
16,9,1,3,102,96
16,10,1,2,68,64
16,11,1,0,0,0
16,12,1,2,68,64
16,13,1,4,136,128
16,14,1,4,136,128
16,15,1,3,102,96
16,16,1,1,34,32
16,17,1,3,102,96
16,18,1,3,102,96
16,19,1,1,34,32
17,0,1,1,36,34
17,1,1,4,144,136
17,2,1,4,144,136
17,3,1,4,144,136
17,4,1,1,36,34
17,5,1,2,72,68
17,6,1,1,36,34
17,7,1,3,108,102
17,8,1,2,72,68
17,9,1,3,108,102
17,10,1,2,72,68
17,11,1,0,0,0
17,12,1,2,72,68
17,13,1,4,144,136
17,14,1,4,144,136
17,15,1,3,108,102
17,16,1,1,36,34
17,17,1,3,108,102
17,18,1,3,108,102
17,19,1,1,36,34
18,0,1,1,36,36
18,1,1,4,144,144
18,2,1,4,144,144
18,3,1,4,144,144
18,4,1,1,36,36
18,5,1,2,72,72
18,6,1,1,36,36
18,7,1,3,108,108
18,8,1,2,72,72
18,9,1,3,108,108
18,10,1,2,72,72
18,11,1,0,0,0
18,12,1,2,72,72
18,13,1,4,144,144
18,14,1,4,144,144
18,15,1,3,108,108
18,16,1,1,36,36
18,17,1,3,108,108
18,18,1,3,108,108
18,19,1,1,36,36
19,0,1,1,40,36
19,1,1,4,160,144
19,2,1,4,160,144
19,3,1,4,160,144
19,4,1,1,40,36
19,5,1,2,80,72
19,6,1,1,40,36
19,7,1,3,120,108
19,8,1,2,80,72
19,9,1,3,120,108
19,10,1,2,80,72
19,11,1,0,0,0
19,12,1,2,80,72
19,13,1,4,160,144
19,14,1,4,160,144
19,15,1,3,120,108
19,16,1,1,40,36
19,17,1,3,120,108
19,18,1,3,120,108
19,19,1,1,40,36
0,0,3,1,6,40
0,1,0,4,0,160
0,2,2,4,4,160
0,3,4,4,8,160
0,4,4,1,8,40
0,5,1,2,2,80
0,6,1,1,2,40
0,7,4,3,8,120
0,8,1,2,2,80
0,9,3,3,6,120
0,10,4,2,8,80
0,11,2,0,4,0
0,12,3,2,6,80
0,13,4,4,8,160
0,14,2,4,4,160
0,15,4,3,8,120
0,16,1,1,2,40
0,17,4,3,8,120
0,18,3,3,6,120
0,19,4,1,8,40
1,0,4,3,9,6
1,1,4,0,0,0
1,2,4,2,6,4
1,3,4,4,12,8
1,4,4,4,12,8
1,5,4,1,3,2
1,6,4,1,3,2
1,7,4,4,12,8
1,8,4,1,3,2
1,9,4,3,9,6
1,10,4,4,12,8
1,11,4,2,6,4
1,12,4,3,9,6
1,13,4,4,12,8
1,14,4,2,6,4
1,15,4,4,12,8
1,16,4,1,3,2
1,17,4,4,12,8
1,18,4,3,9,6
1,19,4,4,12,8
2,0,4,3,21,9
2,1,4,0,0,0
2,2,4,2,14,6
2,3,4,4,28,12
2,4,4,4,28,12
2,5,4,1,7,3
2,6,4,1,7,3
2,7,4,4,28,12
2,8,4,1,7,3
2,9,4,3,21,9
2,10,4,4,28,12
2,11,4,2,14,6
2,12,4,3,21,9
2,13,4,4,28,12
2,14,4,2,14,6
2,15,4,4,28,12
2,16,4,1,7,3
2,17,4,4,28,12
2,18,4,3,21,9
2,19,4,4,28,12
3,0,4,3,33,21
3,1,4,0,0,0
3,2,4,2,22,14
3,3,4,4,44,28
3,4,4,4,44,28
3,5,4,1,11,7
3,6,4,1,11,7
3,7,4,4,44,28
3,8,4,1,11,7
3,9,4,3,33,21
3,10,4,4,44,28
3,11,4,2,22,14
3,12,4,3,33,21
3,13,4,4,44,28
3,14,4,2,22,14
3,15,4,4,44,28
3,16,4,1,11,7
3,17,4,4,44,28
3,18,4,3,33,21
3,19,4,4,44,28
4,0,4,3,33,33
4,1,4,0,0,0
4,2,4,2,22,22
4,3,4,4,44,44
4,4,4,4,44,44
4,5,4,1,11,11
4,6,4,1,11,11
4,7,4,4,44,44
4,8,4,1,11,11
4,9,4,3,33,33
4,10,4,4,44,44
4,11,4,2,22,22
4,12,4,3,33,33
4,13,4,4,44,44
4,14,4,2,22,22
4,15,4,4,44,44
4,16,4,1,11,11
4,17,4,4,44,44
4,18,4,3,33,33
4,19,4,4,44,44
5,0,4,3,45,33
5,1,4,0,0,0
5,2,4,2,30,22
5,3,4,4,60,44
5,4,4,4,60,44
5,5,4,1,15,11
5,6,4,1,15,11
5,7,4,4,60,44
5,8,4,1,15,11
5,9,4,3,45,33
5,10,4,4,60,44
5,11,4,2,30,22
5,12,4,3,45,33
5,13,4,4,60,44
5,14,4,2,30,22
5,15,4,4,60,44
5,16,4,1,15,11
5,17,4,4,60,44
5,18,4,3,45,33
5,19,4,4,60,44
6,0,4,3,54,45
6,1,4,0,0,0
6,2,4,2,36,30
6,3,4,4,72,60
6,4,4,4,72,60
6,5,4,1,18,15
6,6,4,1,18,15
6,7,4,4,72,60
6,8,4,1,18,15
6,9,4,3,54,45
6,10,4,4,72,60
6,11,4,2,36,30
6,12,4,3,54,45
6,13,4,4,72,60
6,14,4,2,36,30
6,15,4,4,72,60
6,16,4,1,18,15
6,17,4,4,72,60
6,18,4,3,54,45
6,19,4,4,72,60
7,0,4,3,60,54
7,1,4,0,0,0
7,2,4,2,40,36
7,3,4,4,80,72
7,4,4,4,80,72
7,5,4,1,20,18
7,6,4,1,20,18
7,7,4,4,80,72
7,8,4,1,20,18
7,9,4,3,60,54
7,10,4,4,80,72
7,11,4,2,40,36
7,12,4,3,60,54
7,13,4,4,80,72
7,14,4,2,40,36
7,15,4,4,80,72
7,16,4,1,20,18
7,17,4,4,80,72
7,18,4,3,60,54
7,19,4,4,80,72
8,0,4,3,69,60
8,1,4,0,0,0
8,2,4,2,46,40
8,3,4,4,92,80
8,4,4,4,92,80
8,5,4,1,23,20
8,6,4,1,23,20
8,7,4,4,92,80
8,8,4,1,23,20
8,9,4,3,69,60
8,10,4,4,92,80
8,11,4,2,46,40
8,12,4,3,69,60
8,13,4,4,92,80
8,14,4,2,46,40
8,15,4,4,92,80
8,16,4,1,23,20
8,17,4,4,92,80
8,18,4,3,69,60
8,19,4,4,92,80
9,0,4,3,72,69
9,1,4,0,0,0
9,2,4,2,48,46
9,3,4,4,96,92
9,4,4,4,96,92
9,5,4,1,24,23
9,6,4,1,24,23
9,7,4,4,96,92
9,8,4,1,24,23
9,9,4,3,72,69
9,10,4,4,96,92
9,11,4,2,48,46
9,12,4,3,72,69
9,13,4,4,96,92
9,14,4,2,48,46
9,15,4,4,96,92
9,16,4,1,24,23
9,17,4,4,96,92
9,18,4,3,72,69
9,19,4,4,96,92
10,0,4,3,81,72
10,1,4,0,0,0
10,2,4,2,54,48
10,3,4,4,108,96
10,4,4,4,108,96
10,5,4,1,27,24
10,6,4,1,27,24
10,7,4,4,108,96
10,8,4,1,27,24
10,9,4,3,81,72
10,10,4,4,108,96
10,11,4,2,54,48
10,12,4,3,81,72
10,13,4,4,108,96
10,14,4,2,54,48
10,15,4,4,108,96
10,16,4,1,27,24
10,17,4,4,108,96
10,18,4,3,81,72
10,19,4,4,108,96
11,0,4,3,84,81
11,1,4,0,0,0
11,2,4,2,56,54
11,3,4,4,112,108
11,4,4,4,112,108
11,5,4,1,28,27
11,6,4,1,28,27
11,7,4,4,112,108
11,8,4,1,28,27
11,9,4,3,84,81
11,10,4,4,112,108
11,11,4,2,56,54
11,12,4,3,84,81
11,13,4,4,112,108
11,14,4,2,56,54
11,15,4,4,112,108
11,16,4,1,28,27
11,17,4,4,112,108
11,18,4,3,84,81
11,19,4,4,112,108
12,0,4,3,90,84
12,1,4,0,0,0
12,2,4,2,60,56
12,3,4,4,120,112
12,4,4,4,120,112
12,5,4,1,30,28
12,6,4,1,30,28
12,7,4,4,120,112
12,8,4,1,30,28
12,9,4,3,90,84
12,10,4,4,120,112
12,11,4,2,60,56
12,12,4,3,90,84
12,13,4,4,120,112
12,14,4,2,60,56
12,15,4,4,120,112
12,16,4,1,30,28
12,17,4,4,120,112
12,18,4,3,90,84
12,19,4,4,120,112
13,0,4,3,93,90
13,1,4,0,0,0
13,2,4,2,62,60
13,3,4,4,124,120
13,4,4,4,124,120
13,5,4,1,31,30
13,6,4,1,31,30
13,7,4,4,124,120
13,8,4,1,31,30
13,9,4,3,93,90
13,10,4,4,124,120
13,11,4,2,62,60
13,12,4,3,93,90
13,13,4,4,124,120
13,14,4,2,62,60
13,15,4,4,124,120
13,16,4,1,31,30
13,17,4,4,124,120
13,18,4,3,93,90
13,19,4,4,124,120
14,0,4,3,93,93
14,1,4,0,0,0
14,2,4,2,62,62
14,3,4,4,124,124
14,4,4,4,124,124
14,5,4,1,31,31
14,6,4,1,31,31
14,7,4,4,124,124
14,8,4,1,31,31
14,9,4,3,93,93
14,10,4,4,124,124
14,11,4,2,62,62
14,12,4,3,93,93
14,13,4,4,124,124
14,14,4,2,62,62
14,15,4,4,124,124
14,16,4,1,31,31
14,17,4,4,124,124
14,18,4,3,93,93
14,19,4,4,124,124
15,0,4,3,96,93
15,1,4,0,0,0
15,2,4,2,64,62
15,3,4,4,128,124
15,4,4,4,128,124
15,5,4,1,32,31
15,6,4,1,32,31
15,7,4,4,128,124
15,8,4,1,32,31
15,9,4,3,96,93
15,10,4,4,128,124
15,11,4,2,64,62
15,12,4,3,96,93
15,13,4,4,128,124
15,14,4,2,64,62
15,15,4,4,128,124
15,16,4,1,32,31
15,17,4,4,128,124
15,18,4,3,96,93
15,19,4,4,128,124
16,0,4,3,102,96
16,1,4,0,0,0
16,2,4,2,68,64
16,3,4,4,136,128
16,4,4,4,136,128
16,5,4,1,34,32
16,6,4,1,34,32
16,7,4,4,136,128
16,8,4,1,34,32
16,9,4,3,102,96
16,10,4,4,136,128
16,11,4,2,68,64
16,12,4,3,102,96
16,13,4,4,136,128
16,14,4,2,68,64
16,15,4,4,136,128
16,16,4,1,34,32
16,17,4,4,136,128
16,18,4,3,102,96
16,19,4,4,136,128
17,0,4,3,108,102
17,1,4,0,0,0
17,2,4,2,72,68
17,3,4,4,144,136
17,4,4,4,144,136
17,5,4,1,36,34
17,6,4,1,36,34
17,7,4,4,144,136
17,8,4,1,36,34
17,9,4,3,108,102
17,10,4,4,144,136
17,11,4,2,72,68
17,12,4,3,108,102
17,13,4,4,144,136
17,14,4,2,72,68
17,15,4,4,144,136
17,16,4,1,36,34
17,17,4,4,144,136
17,18,4,3,108,102
17,19,4,4,144,136
18,0,4,3,108,108
18,1,4,0,0,0
18,2,4,2,72,72
18,3,4,4,144,144
18,4,4,4,144,144
18,5,4,1,36,36
18,6,4,1,36,36
18,7,4,4,144,144
18,8,4,1,36,36
18,9,4,3,108,108
18,10,4,4,144,144
18,11,4,2,72,72
18,12,4,3,108,108
18,13,4,4,144,144
18,14,4,2,72,72
18,15,4,4,144,144
18,16,4,1,36,36
18,17,4,4,144,144
18,18,4,3,108,108
18,19,4,4,144,144
19,0,4,3,120,108
19,1,4,0,0,0
19,2,4,2,80,72
19,3,4,4,160,144
19,4,4,4,160,144
19,5,4,1,40,36
19,6,4,1,40,36
19,7,4,4,160,144
19,8,4,1,40,36
19,9,4,3,120,108
19,10,4,4,160,144
19,11,4,2,80,72
19,12,4,3,120,108
19,13,4,4,160,144
19,14,4,2,80,72
19,15,4,4,160,144
19,16,4,1,40,36
19,17,4,4,160,144
19,18,4,3,120,108
19,19,4,4,160,144
